gvkey;datadate;fyear;indfmt;consol;popsrc;datafmt;tic;conm;curcd;at;ib;costat;ggroup;gind;gsector;sic
14275;31/12/2002;2002;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;4854.6950;26.4010;A;4010;401010;40;6020
14275;31/12/2003;2003;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;6002.9430;37.0500;A;4010;401010;40;6020
14275;31/12/2003;2003;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;6002.9430;37.0500;A;4010;401010;40;6020
14275;31/12/2004;2004;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;7422.9970;46.4990;A;4010;401010;40;6020
14275;31/12/2004;2004;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;7422.9970;46.4990;A;4010;401010;40;6020
14275;31/12/2005;2005;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;9319.9100;60.8270;A;4010;401010;40;6020
14275;31/12/2005;2005;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;9319.9100;60.8270;A;4010;401010;40;6020
14275;31/12/2006;2006;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;11634.5340;69.1720;A;4010;401010;40;6020
14275;31/12/2006;2006;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;11634.5340;69.1720;A;4010;401010;40;6020
14275;31/12/2007;2007;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;15792.2930;13.6680;A;4010;401010;40;6020
14275;31/12/2007;2007;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;15792.2930;13.6680;A;4010;401010;40;6020
14275;31/12/2008;2008;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;19693.9110;10.0000;A;4010;401010;40;6020
14275;31/12/2008;2008;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;19693.9110;10.0000;A;4010;401010;40;6020
14275;31/12/2009;2009;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;19940.5500;346.6430;A;4010;401010;40;6020
14275;31/12/2009;2009;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;19940.5500;346.6430;A;4010;401010;40;6020
14275;31/12/2010;2010;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;22377.6330;271.2090;A;4010;401010;40;6020
14275;31/12/2010;2010;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;22377.6330;271.2090;A;4010;401010;40;6020
14275;31/12/2011;2011;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;27791.8010;352.0880;A;4010;401010;40;6020
14275;31/12/2011;2011;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;27791.8010;352.0880;A;4010;401010;40;6020
14275;31/12/2012;2012;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;34387.6770;402.4720;A;4010;401010;40;6020
14275;31/12/2012;2012;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;34387.6770;402.4720;A;4010;401010;40;6020
14275;31/12/2013;2013;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;42112.7630;462.0700;A;4010;401010;40;6020
14275;31/12/2013;2013;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;42112.7630;462.0700;A;4010;401010;40;6020
14275;31/12/2014;2014;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;48353.3300;487.0060;A;4010;401010;40;6020
14275;31/12/2014;2014;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;48353.3300;487.0060;A;4010;401010;40;6020
14275;31/12/2015;2015;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;58981.2850;522.1450;A;4010;401010;40;6020
14275;31/12/2015;2015;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;58981.2850;522.1450;A;4010;401010;40;6020
14275;31/12/2016;2016;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;73277.7720;673.4280;A;4010;401010;40;6020
14275;31/12/2016;2016;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;73277.7720;673.4280;A;4010;401010;40;6020
14275;31/12/2017;2017;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;87780.5070;757.6600;A;4010;401010;40;6020
14275;31/12/2017;2017;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;87780.5070;757.6600;A;4010;401010;40;6020
14275;31/12/2018;2018;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;99205.2040;853.8280;A;4010;401010;40;6020
14275;31/12/2018;2018;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;99205.2040;853.8280;A;4010;401010;40;6020
14275;31/12/2019;2019;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;116263.6340;930.3290;A;4010;401010;40;6020
14275;31/12/2019;2019;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;116263.6340;930.3290;A;4010;401010;40;6020
14275;31/12/2020;2020;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;142502.1340;1064.1510;A;4010;401010;40;6020
14275;31/12/2020;2020;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;142502.1340;1064.1510;A;4010;401010;40;6020
14275;31/12/2021;2021;FS;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;181087.0000;1478.0000;A;4010;401010;40;6020
14275;31/12/2021;2021;INDL;C;D;STD;FRC;FIRST REPUBLIC BANK;USD;181087.0000;1478.0000;A;4010;401010;40;6020
14309;31/12/1992;1992;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;31.8070;4.2780;A;3030;303020;30;2844
14309;31/12/1993;1993;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;49.9090;7.0990;A;3030;303020;30;2844
14309;31/12/1994;1994;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;69.4520;7.2750;A;3030;303020;30;2844
14309;31/12/1995;1995;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;84.0010;9.0380;A;3030;303020;30;2844
14309;31/12/1996;1996;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;85.5850;5.6580;A;3030;303020;30;2844
14309;31/12/1997;1997;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;80.2820;4.5070;A;3030;303020;30;2844
14309;31/12/1998;1998;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;87.7390;4.6130;A;3030;303020;30;2844
14309;31/12/1999;1999;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;87.2230;4.8280;A;3030;303020;30;2844
14309;31/12/2000;2000;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;94.5710;6.5890;A;3030;303020;30;2844
14309;31/12/2001;2001;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;102.5390;8.1190;A;3030;303020;30;2844
14309;31/12/2002;2002;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;129.3700;9.4050;A;3030;303020;30;2844
14309;31/12/2003;2003;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;194.0010;13.8370;A;3030;303020;30;2844
14309;31/12/2004;2004;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;230.4850;15.7030;A;3030;303020;30;2844
14309;31/12/2005;2005;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;240.9100;15.2630;A;3030;303020;30;2844
14309;31/12/2006;2006;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;333.0450;17.7420;A;3030;303020;30;2844
14309;31/12/2007;2007;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;446.0520;23.8170;A;3030;303020;30;2844
14309;31/12/2008;2008;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;425.1370;23.7650;A;3030;303020;30;2844
14309;31/12/2009;2009;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;419.0880;22.3670;A;3030;303020;30;2844
14309;31/12/2010;2010;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;438.1050;26.5930;A;3030;303020;30;2844
14309;31/12/2011;2011;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;516.0340;32.3030;A;3030;303020;30;2844
14309;31/12/2012;2012;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;759.9200;131.1360;A;3030;303020;30;2844
14309;31/12/2013;2013;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;664.0580;39.2110;A;3030;303020;30;2844
14309;31/12/2014;2014;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;604.5060;29.4360;A;3030;303020;30;2844
14309;31/12/2015;2015;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;687.6590;30.4370;A;3030;303020;30;2844
14309;31/12/2016;2016;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;682.4090;33.3310;A;3030;303020;30;2844
14309;31/12/2017;2017;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;777.7720;41.5940;A;3030;303020;30;2844
14309;31/12/2018;2018;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;799.1670;53.7930;A;3030;303020;30;2844
14309;31/12/2019;2019;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;828.8320;60.2490;A;3030;303020;30;2844
14309;31/12/2020;2020;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;890.1450;38.2190;A;3030;303020;30;2844
14309;31/12/2021;2021;INDL;C;D;STD;IPAR;INTER PARFUMS INC;USD;1145.3640;87.4110;A;3030;303020;30;2844
14790;31/12/1992;1992;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;766.7320;-19.1330;A;2520;252010;25;1531
14790;31/12/1993;1993;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;43.8820;-25.9100;A;2520;252010;25;1531
14790;31/12/1994;1994;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;31.1500;-4.5240;A;2520;252010;25;1531
14790;31/12/1995;1995;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;27.8160;1.0970;A;2520;252010;25;1531
14790;31/12/1996;1996;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;72.8210;0.2960;A;2520;252010;25;1531
14790;31/12/1997;1997;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;96.6340;14.2370;A;2520;252010;25;1531
14790;31/12/1998;1998;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;152.2500;24.0030;A;2520;252010;25;1531
14790;31/12/1999;1999;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;226.5590;18.9450;A;2520;252010;25;1531
14790;31/12/2000;2000;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;267.0750;35.7620;A;2520;252010;25;1531
14790;31/12/2001;2001;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;436.7150;50.8920;A;2520;252010;25;1531
14790;31/12/2002;2002;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;691.7880;69.9370;A;2520;252010;25;1531
14790;31/12/2003;2003;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;954.5390;94.4060;A;2520;252010;25;1531
14790;31/12/2004;2004;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;1265.3940;138.9680;A;2520;252010;25;1531
14790;31/12/2005;2005;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;1971.3570;255.6650;A;2520;252010;25;1531
14790;31/12/2006;2006;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;2170.5250;225.3540;A;2520;252010;25;1531
14790;31/12/2007;2007;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;1748.3810;-288.8510;A;2520;252010;25;1531
14790;31/12/2008;2008;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;1326.2490;-291.9350;A;2520;252010;25;1531
14790;31/12/2009;2009;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;1242.6670;-66.4560;A;2520;252010;25;1531
14790;31/12/2010;2010;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;1224.9380;7.1500;A;2520;252010;25;1531
14790;31/12/2011;2011;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;1221.3780;-21.1060;A;2520;252010;25;1531
14790;31/12/2012;2012;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;1575.5620;105.1630;A;2520;252010;25;1531
14790;31/12/2013;2013;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;2003.3610;124.4640;A;2520;252010;25;1531
14790;31/12/2014;2014;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;2316.1380;142.2410;A;2520;252010;25;1531
14790;31/12/2015;2015;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;2690.5220;128.7380;A;2520;252010;25;1531
14790;31/12/2016;2016;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;2888.6910;149.5410;A;2520;252010;25;1531
14790;31/12/2017;2017;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;3251.2580;143.2550;A;2520;252010;25;1531
14790;31/12/2018;2018;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;3365.4790;227.3320;A;2520;252010;25;1531
14790;31/12/2019;2019;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;3398.2490;249.6630;A;2520;252010;25;1531
14790;31/12/2020;2020;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;3864.3980;423.4750;A;2520;252010;25;1531
14790;31/12/2021;2021;INDL;C;D;STD;MTH;MERITAGE HOMES CORP;USD;4807.5330;737.4440;A;2520;252010;25;1531
14822;31/12/1992;1992;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;1712.2950;46.4800;A;4030;403010;40;6331
14822;31/12/1993;1993;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;3337.7050;51.5870;A;4030;403010;40;6331
14822;31/12/1994;1994;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;3582.2910;35.0940;A;4030;403010;40;6331
14822;31/12/1995;1995;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;3618.6840;60.8820;A;4030;403010;40;6331
14822;31/12/1996;1996;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;4073.2640;90.2630;A;4030;403010;40;6331
14822;31/12/1997;1997;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;4599.2840;99.0470;A;4030;403010;40;6331
14822;31/12/1998;1998;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;4983.4310;58.7600;A;4030;403010;40;6331
14822;31/12/1998;1998;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;4983.4310;58.7600;A;4030;403010;40;6331
14822;31/12/1999;1999;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;4784.7910;-34.0480;A;4030;403010;40;6331
14822;31/12/1999;1999;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;4784.7910;-34.0480;A;4030;403010;40;6331
14822;31/12/2000;2000;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;5022.0700;36.2380;A;4030;403010;40;6331
14822;31/12/2000;2000;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;5022.0700;36.2380;A;4030;403010;40;6331
14822;31/12/2001;2001;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;5633.5090;-91.5460;A;4030;403010;40;6331
14822;31/12/2001;2001;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;5633.5090;-91.5460;A;4030;403010;40;6331
14822;31/12/2002;2002;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;7031.3230;175.0450;A;4030;403010;40;6331
14822;31/12/2002;2002;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;7031.3230;175.0450;A;4030;403010;40;6331
14822;31/12/2003;2003;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;9334.6850;337.2200;A;4030;403010;40;6331
14822;31/12/2003;2003;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;9334.6850;337.2200;A;4030;403010;40;6331
14822;31/12/2004;2004;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;11451.0330;438.8320;A;4030;403010;40;6331
14822;31/12/2004;2004;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;11451.0330;438.8320;A;4030;403010;40;6331
14822;31/12/2005;2005;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;13896.2870;544.8920;A;4030;403010;40;6331
14822;31/12/2005;2005;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;13896.2870;544.8920;A;4030;403010;40;6331
14822;31/12/2006;2006;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;15656.4890;699.5180;A;4030;403010;40;6331
14822;31/12/2006;2006;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;15656.4890;699.5180;A;4030;403010;40;6331
14822;31/12/2007;2007;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;16832.1700;743.6460;A;4030;403010;40;6331
14822;31/12/2007;2007;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;16832.1700;743.6460;A;4030;403010;40;6331
14822;31/12/2008;2008;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;16121.1580;281.1410;A;4030;403010;40;6331
14822;31/12/2008;2008;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;16121.1580;281.1410;A;4030;403010;40;6331
14822;31/12/2009;2009;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;17328.5960;309.0570;A;4030;403010;40;6331
14822;31/12/2009;2009;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;17328.5960;309.0570;A;4030;403010;40;6331
14822;31/12/2010;2010;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;17528.5470;449.2870;A;4030;403010;40;6331
14822;31/12/2010;2010;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;17528.5470;449.2870;A;4030;403010;40;6331
14822;31/12/2011;2011;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;18487.7310;394.8030;A;4030;403010;40;6331
14822;31/12/2011;2011;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;18487.7310;394.8030;A;4030;403010;40;6331
14822;31/12/2012;2012;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;20155.8960;510.5920;A;4030;403010;40;6331
14822;31/12/2012;2012;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;20155.8960;510.5920;A;4030;403010;40;6331
14822;31/12/2013;2013;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;20551.7960;499.9250;A;4030;403010;40;6331
14822;31/12/2013;2013;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;20551.7960;499.9250;A;4030;403010;40;6331
14822;31/12/2014;2014;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;21716.6910;648.8840;A;4030;403010;40;6331
14822;31/12/2014;2014;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;21716.6910;648.8840;A;4030;403010;40;6331
14822;31/12/2015;2015;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;21730.9670;503.6940;A;4030;403010;40;6331
14822;31/12/2015;2015;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;21730.9670;503.6940;A;4030;403010;40;6331
14822;31/12/2016;2016;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;23364.8440;601.9160;A;4030;403010;40;6331
14822;31/12/2016;2016;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;23364.8440;601.9160;A;4030;403010;40;6331
14822;31/12/2017;2017;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;24299.9170;549.0940;A;4030;403010;40;6331
14822;31/12/2017;2017;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;24299.9170;549.0940;A;4030;403010;40;6331
14822;31/12/2018;2018;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;24895.9770;640.7490;A;4030;403010;40;6331
14822;31/12/2018;2018;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;24895.9770;640.7490;A;4030;403010;40;6331
14822;31/12/2019;2019;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;26643.4280;681.9440;A;4030;403010;40;6331
14822;31/12/2019;2019;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;26643.4280;681.9440;A;4030;403010;40;6331
14822;31/12/2020;2020;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;28606.9130;530.6700;A;4030;403010;40;6331
14822;31/12/2020;2020;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;28606.9130;530.6700;A;4030;403010;40;6331
14822;31/12/2021;2021;FS;C;D;STD;WRB;BERKLEY (W R) CORP;USD;32086.4140;1022.4900;A;4030;403010;40;6331
14822;31/12/2021;2021;INDL;C;D;STD;WRB;BERKLEY (W R) CORP;USD;32086.4140;1022.4900;A;4030;403010;40;6331
14898;31/12/1992;1992;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;22.0090;-2.7740;A;2010;201060;20;3559
14898;31/12/1993;1993;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;24.5940;0.5310;A;2010;201060;20;3559
14898;31/12/1994;1994;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;30.4650;4.5020;A;2010;201060;20;3559
14898;31/12/1995;1995;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;81.5510;8.9170;A;2010;201060;20;3559
14898;31/12/1996;1996;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;92.2390;4.5990;A;2010;201060;20;3559
14898;31/12/1997;1997;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;91.3400;-4.5890;A;2010;201060;20;3559
14898;31/12/1998;1998;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;95.1030;2.1320;A;2010;201060;20;3559
14898;31/12/1999;1999;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;90.6580;-5.3010;A;2010;201060;20;3559
14898;31/12/2000;2000;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;109.8970;8.1440;A;2010;201060;20;3559
14898;31/12/2001;2001;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;166.0050;-1.3410;A;2010;201060;20;3559
14898;31/12/2002;2002;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;132.2330;-14.8660;A;2010;201060;20;3559
14898;31/12/2003;2003;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;131.4650;-18.9830;A;2010;201060;20;3559
14898;31/12/2004;2004;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;131.4960;2.5610;A;2010;201060;20;3559
14898;31/12/2005;2005;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;150.9420;10.0830;A;2010;201060;20;3559
14898;31/12/2006;2006;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;166.1940;-29.2800;A;2010;201060;20;3559
14898;31/12/2007;2007;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;167.3850;-6.7400;A;2010;201060;20;3559
14898;31/12/2008;2008;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;153.0020;-6.1540;A;2010;201060;20;3559
14898;31/12/2009;2009;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;150.4030;1.0660;A;2010;201060;20;3559
14898;31/12/2010;2010;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;208.8000;19.5660;A;2010;201060;20;3559
14898;31/12/2011;2011;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;462.9740;35.4200;A;2010;201060;20;3559
14898;31/12/2012;2012;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;677.4420;38.9410;A;2010;201060;20;3559
14898;31/12/2013;2013;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;1097.8560;44.1070;A;2010;201060;20;3559
14898;31/12/2014;2014;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;1525.9700;11.6370;A;2010;201060;20;3559
14898;31/12/2015;2015;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;893.2750;-655.4920;A;2010;201060;20;3559
14898;31/12/2016;2016;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;849.1530;-38.4190;A;2010;201060;20;3559
14898;31/12/2017;2017;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;896.7640;-66.1910;A;2010;201060;20;3559
14898;31/12/2018;2018;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;825.8320;-45.5050;A;2010;201060;20;3559
14898;31/12/2019;2019;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;807.3120;-69.8800;A;2010;201060;20;3559
14898;31/12/2020;2020;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;733.0550;-149.5940;A;2010;201060;20;3559
14898;31/12/2021;2021;INDL;C;D;STD;DDD;3D SYSTEMS CORP;USD;1549.0990;322.0520;A;2010;201060;20;3559
16188;31/12/1992;1992;INDL;C;D;STD;CGNX;COGNEX CORP;USD;47.9870;6.0930;A;4520;452030;45;3823
16188;31/12/1993;1993;INDL;C;D;STD;CGNX;COGNEX CORP;USD;60.8100;11.1480;A;4520;452030;45;3823
16188;31/12/1994;1994;INDL;C;D;STD;CGNX;COGNEX CORP;USD;112.8390;16.0720;A;4520;452030;45;3823
16188;31/12/1995;1995;INDL;C;D;STD;CGNX;COGNEX CORP;USD;162.1720;23.0340;A;4520;452030;45;3823
16188;31/12/1996;1996;INDL;C;D;STD;CGNX;COGNEX CORP;USD;201.2530;30.3690;A;4520;452030;45;3823
16188;31/12/1997;1997;INDL;C;D;STD;CGNX;COGNEX CORP;USD;261.8400;40.5360;A;4520;452030;45;3823
16188;31/12/1998;1998;INDL;C;D;STD;CGNX;COGNEX CORP;USD;247.9280;20.2030;A;4520;452030;45;3823
16188;31/12/1999;1999;INDL;C;D;STD;CGNX;COGNEX CORP;USD;314.8220;30.4450;A;4520;452030;45;3823
16188;31/12/2000;2000;INDL;C;D;STD;CGNX;COGNEX CORP;USD;436.1410;68.1480;A;4520;452030;45;3823
16188;31/12/2001;2001;INDL;C;D;STD;CGNX;COGNEX CORP;USD;406.9040;-11.1270;A;4520;452030;45;3823
16188;31/12/2002;2002;INDL;C;D;STD;CGNX;COGNEX CORP;USD;385.5030;-6.0270;A;4520;452030;45;3823
16188;31/12/2003;2003;INDL;C;D;STD;CGNX;COGNEX CORP;USD;432.5330;15.9510;A;4520;452030;45;3823
16188;31/12/2004;2004;INDL;C;D;STD;CGNX;COGNEX CORP;USD;533.3080;37.7440;A;4520;452030;45;3823
16188;31/12/2005;2005;INDL;C;D;STD;CGNX;COGNEX CORP;USD;564.5620;35.7020;A;4520;452030;45;3823
16188;31/12/2006;2006;INDL;C;D;STD;CGNX;COGNEX CORP;USD;528.6510;39.8550;A;4520;452030;45;3823
16188;31/12/2007;2007;INDL;C;D;STD;CGNX;COGNEX CORP;USD;539.5460;26.8990;A;4520;452030;45;3823
16188;31/12/2008;2008;INDL;C;D;STD;CGNX;COGNEX CORP;USD;474.0470;30.4990;A;4520;452030;45;3823
16188;31/12/2009;2009;INDL;C;D;STD;CGNX;COGNEX CORP;USD;439.8690;-4.8690;A;4520;452030;45;3823
16188;31/12/2010;2010;INDL;C;D;STD;CGNX;COGNEX CORP;USD;533.1040;61.3810;A;4520;452030;45;3823
16188;31/12/2011;2011;INDL;C;D;STD;CGNX;COGNEX CORP;USD;611.8810;69.8690;A;4520;452030;45;3823
16188;31/12/2012;2012;INDL;C;D;STD;CGNX;COGNEX CORP;USD;627.6050;68.0980;A;4520;452030;45;3823
