gvkey;datadate;fyear;indfmt;consol;popsrc;datafmt;tic;conm;curcd;at;ib;costat;ggroup;gind;gsector;sic
3382;31/12/2010;2010;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;13.8630;18.9380;A;5020;502030;50;7370
3382;31/12/2011;2011;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;24.8550;21.8640;A;5020;502030;50;7370
3382;31/12/2012;2012;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;147.1140;47.5430;A;5020;502030;50;7370
3382;31/12/2013;2013;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;278.4880;26.4790;A;5020;502030;50;7370
3382;31/12/2014;2014;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;383.7770;22.0890;A;5020;502030;50;7370
3382;31/12/2015;2015;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;469.1210;19.5520;A;5020;502030;50;7370
3382;31/12/2016;2016;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;501.7780;32.6280;A;5020;502030;50;7370
3382;31/12/2017;2017;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;577.7760;16.7270;A;5020;502030;50;7370
3382;31/12/2018;2018;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;531.4880;54.6870;A;5020;502030;50;7370
3382;31/12/2019;2019;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;630.5120;20.1080;A;5020;502030;50;7370
3382;31/12/2020;2020;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;729.6440;71.7660;A;5020;502030;50;7370
3382;31/12/2021;2021;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;851.7100;91.8830;A;5020;502030;50;7370
4066;31/12/1992;1992;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;1951.9500;65.4980;A;5020;502010;50;7311
4066;31/12/1993;1993;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;2289.8630;85.3450;A;5020;502010;50;7311
4066;31/12/1994;1994;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;2852.2040;108.1340;A;5020;502010;50;7311
4066;31/12/1995;1995;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;3527.6770;139.9550;A;5020;502010;50;7311
4066;31/12/1996;1996;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;4055.9430;176.3290;A;5020;502010;50;7311
4066;31/12/1997;1997;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;4965.7430;222.4150;A;5020;502010;50;7311
4066;31/12/1998;1998;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;6910.0600;285.0680;A;5020;502010;50;7311
4066;31/12/1999;1999;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;9017.6370;362.8820;A;5020;502010;50;7311
4066;31/12/2000;2000;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;9891.4990;498.7950;A;5020;502010;50;7311
4066;31/12/2001;2001;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;10617.4140;503.1420;A;5020;502010;50;7311
4066;31/12/2002;2002;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;11819.8020;643.4590;A;5020;502010;50;7311
4066;31/12/2003;2003;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;14499.4560;675.8830;A;5020;502010;50;7311
4066;31/12/2004;2004;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;16002.4000;723.5000;A;5020;502010;50;7311
4066;31/12/2005;2005;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;15919.9000;790.7000;A;5020;502010;50;7311
4066;31/12/2006;2006;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;18164.4000;864.0000;A;5020;502010;50;7311
4066;31/12/2007;2007;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;19271.7000;975.7000;A;5020;502010;50;7311
4066;31/12/2008;2008;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;17318.4000;1000.3000;A;5020;502010;50;7311
4066;31/12/2009;2009;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;17920.7000;793.0000;A;5020;502010;50;7311
4066;31/12/2010;2010;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;19566.1000;827.7000;A;5020;502010;50;7311
4066;31/12/2011;2011;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;20505.4000;952.6000;A;5020;502010;50;7311
4066;31/12/2012;2012;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;22151.9000;998.3000;A;5020;502010;50;7311
4066;31/12/2013;2013;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;22098.7000;991.1000;A;5020;502010;50;7311
4066;31/12/2014;2014;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;21559.7000;1104.0000;A;5020;502010;50;7311
4066;31/12/2015;2015;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;22110.7000;1093.9000;A;5020;502010;50;7311
4066;31/12/2016;2016;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;23165.4000;1148.6000;A;5020;502010;50;7311
4066;31/12/2017;2017;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;24931.2000;1088.4000;A;5020;502010;50;7311
4066;31/12/2018;2018;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;24617.0000;1326.4000;A;5020;502010;50;7311
4066;31/12/2019;2019;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;26783.4000;1339.1000;A;5020;502010;50;7311
4066;31/12/2020;2020;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;27647.2000;945.4000;A;5020;502010;50;7311
4066;31/12/2021;2021;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;28421.8000;1407.8000;A;5020;502010;50;7311
4598;31/05/1992;1991;INDL;C;D;STD;FDX;FEDEX CORP;USD;5463.1860;-113.7820;A;2030;203010;20;4513
4598;31/05/1993;1992;INDL;C;D;STD;FDX;FEDEX CORP;USD;5793.0640;109.8090;A;2030;203010;20;4513
4598;31/05/1994;1993;INDL;C;D;STD;FDX;FEDEX CORP;USD;5992.4980;204.3700;A;2030;203010;20;4513
4598;31/05/1995;1994;INDL;C;D;STD;FDX;FEDEX CORP;USD;6433.3720;297.5880;A;2030;203010;20;4513
4598;31/05/1996;1995;INDL;C;D;STD;FDX;FEDEX CORP;USD;6698.9710;307.7770;A;2030;203010;20;4513
4598;31/05/1997;1996;INDL;C;D;STD;FDX;FEDEX CORP;USD;7625.4860;361.2270;A;2030;203010;20;4513
4598;31/05/1998;1997;INDL;C;D;STD;FDX;FEDEX CORP;USD;9686.0600;498.1550;A;2030;203010;20;4513
4598;31/05/1999;1998;INDL;C;D;STD;FDX;FEDEX CORP;USD;10648.2110;631.3330;A;2030;203010;20;4513
4598;31/05/2000;1999;INDL;C;D;STD;FDX;FEDEX CORP;USD;11527.1110;688.3360;A;2030;203010;20;4513
4598;31/05/2001;2000;INDL;C;D;STD;FDX;FEDEX CORP;USD;13340.0120;584.3710;A;2030;203010;20;4513
4598;31/05/2002;2001;INDL;C;D;STD;FDX;FEDEX CORP;USD;13812.0000;725.0000;A;2030;203010;20;4513
4598;31/05/2003;2002;INDL;C;D;STD;FDX;FEDEX CORP;USD;15385.0000;830.0000;A;2030;203010;20;4513
4598;31/05/2004;2003;INDL;C;D;STD;FDX;FEDEX CORP;USD;19134.0000;838.0000;A;2030;203010;20;4513
4598;31/05/2005;2004;INDL;C;D;STD;FDX;FEDEX CORP;USD;20404.0000;1449.0000;A;2030;203010;20;4513
4598;31/05/2006;2005;INDL;C;D;STD;FDX;FEDEX CORP;USD;22690.0000;1806.0000;A;2030;203010;20;4513
4598;31/05/2007;2006;INDL;C;D;STD;FDX;FEDEX CORP;USD;24000.0000;2016.0000;A;2030;203010;20;4513
4598;31/05/2008;2007;INDL;C;D;STD;FDX;FEDEX CORP;USD;25633.0000;1125.0000;A;2030;203010;20;4513
4598;31/05/2009;2008;INDL;C;D;STD;FDX;FEDEX CORP;USD;24244.0000;98.0000;A;2030;203010;20;4513
4598;31/05/2010;2009;INDL;C;D;STD;FDX;FEDEX CORP;USD;24902.0000;1184.0000;A;2030;203010;20;4513
4598;31/05/2011;2010;INDL;C;D;STD;FDX;FEDEX CORP;USD;27385.0000;1452.0000;A;2030;203010;20;4513
4598;31/05/2012;2011;INDL;C;D;STD;FDX;FEDEX CORP;USD;29903.0000;2032.0000;A;2030;203010;20;4513
4598;31/05/2013;2012;INDL;C;D;STD;FDX;FEDEX CORP;USD;33567.0000;1561.0000;A;2030;203010;20;4513
4598;31/05/2014;2013;INDL;C;D;STD;FDX;FEDEX CORP;USD;33070.0000;2097.0000;A;2030;203010;20;4513
4598;31/05/2015;2014;INDL;C;D;STD;FDX;FEDEX CORP;USD;37069.0000;1050.0000;A;2030;203010;20;4513
4598;31/05/2016;2015;INDL;C;D;STD;FDX;FEDEX CORP;USD;46064.0000;1820.0000;A;2030;203010;20;4513
4598;31/05/2017;2016;INDL;C;D;STD;FDX;FEDEX CORP;USD;48552.0000;2997.0000;A;2030;203010;20;4513
4598;31/05/2018;2017;INDL;C;D;STD;FDX;FEDEX CORP;USD;52330.0000;4572.0000;A;2030;203010;20;4513
4598;31/05/2019;2018;INDL;C;D;STD;FDX;FEDEX CORP;USD;54403.0000;540.0000;A;2030;203010;20;4513
4598;31/05/2020;2019;INDL;C;D;STD;FDX;FEDEX CORP;USD;73537.0000;1286.0000;A;2030;203010;20;4513
4598;31/05/2021;2020;INDL;C;D;STD;FDX;FEDEX CORP;USD;82777.0000;5231.0000;A;2030;203010;20;4513
5116;31/12/1992;1992;INDL;C;D;STD;GNTX;GENTEX CORP;USD;40.2560;5.0660;A;2510;251010;25;3714
5116;31/12/1993;1993;INDL;C;D;STD;GNTX;GENTEX CORP;USD;55.1910;9.8450;A;2510;251010;25;3714
5116;31/12/1994;1994;INDL;C;D;STD;GNTX;GENTEX CORP;USD;80.4900;16.4660;A;2510;251010;25;3714
5116;31/12/1995;1995;INDL;C;D;STD;GNTX;GENTEX CORP;USD;109.2440;18.8950;A;2510;251010;25;3714
5116;31/12/1996;1996;INDL;C;D;STD;GNTX;GENTEX CORP;USD;140.3780;23.9630;A;2510;251010;25;3714
5116;31/12/1997;1997;INDL;C;D;STD;GNTX;GENTEX CORP;USD;189.7830;35.2300;A;2510;251010;25;3714
5116;31/12/1998;1998;INDL;C;D;STD;GNTX;GENTEX CORP;USD;254.8900;50.3070;A;2510;251010;25;3714
5116;31/12/1999;1999;INDL;C;D;STD;GNTX;GENTEX CORP;USD;337.6730;64.8640;A;2510;251010;25;3714
5116;31/12/2000;2000;INDL;C;D;STD;GNTX;GENTEX CORP;USD;428.1290;70.5440;A;2510;251010;25;3714
5116;31/12/2001;2001;INDL;C;D;STD;GNTX;GENTEX CORP;USD;506.8230;65.2170;A;2510;251010;25;3714
5116;31/12/2002;2002;INDL;C;D;STD;GNTX;GENTEX CORP;USD;609.1730;85.7710;A;2510;251010;25;3714
5116;31/12/2003;2003;INDL;C;D;STD;GNTX;GENTEX CORP;USD;762.5300;106.7610;A;2510;251010;25;3714
5116;31/12/2004;2004;INDL;C;D;STD;GNTX;GENTEX CORP;USD;856.8590;112.6570;A;2510;251010;25;3714
5116;31/12/2005;2005;INDL;C;D;STD;GNTX;GENTEX CORP;USD;922.6460;109.5280;A;2510;251010;25;3714
5116;31/12/2006;2006;INDL;C;D;STD;GNTX;GENTEX CORP;USD;785.0280;108.7610;A;2510;251010;25;3714
5116;31/12/2007;2007;INDL;C;D;STD;GNTX;GENTEX CORP;USD;898.0230;122.1300;A;2510;251010;25;3714
5116;31/12/2008;2008;INDL;C;D;STD;GNTX;GENTEX CORP;USD;763.1030;62.0880;A;2510;251010;25;3714
5116;31/12/2009;2009;INDL;C;D;STD;GNTX;GENTEX CORP;USD;822.6030;64.6370;A;2510;251010;25;3714
5116;31/12/2010;2010;INDL;C;D;STD;GNTX;GENTEX CORP;USD;1002.6910;137.7340;A;2510;251010;25;3714
5116;31/12/2011;2011;INDL;C;D;STD;GNTX;GENTEX CORP;USD;1176.0270;164.6680;A;2510;251010;25;3714
5116;31/12/2012;2012;INDL;C;D;STD;GNTX;GENTEX CORP;USD;1265.6910;168.5870;A;2510;251010;25;3714
5116;31/12/2013;2013;INDL;C;D;STD;GNTX;GENTEX CORP;USD;1764.0880;222.9300;A;2510;251010;25;3714
5116;31/12/2014;2014;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2022.5400;288.6050;A;2510;251010;25;3714
5116;31/12/2015;2015;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2148.6730;318.4700;A;2510;251010;25;3714
5116;31/12/2016;2016;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2309.6200;347.5910;A;2510;251010;25;3714
5116;31/12/2017;2017;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2352.0540;406.7920;A;2510;251010;25;3714
5116;31/12/2018;2018;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2085.4340;437.8830;A;2510;251010;25;3714
5116;31/12/2019;2019;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2168.8030;424.6840;A;2510;251010;25;3714
5116;31/12/2020;2020;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2197.9410;347.5640;A;2510;251010;25;3714
5116;31/12/2021;2021;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2131.3910;360.7970;A;2510;251010;25;3714
6733;31/01/1992;1991;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;3418.8560;403.3020;A;2550;255040;25;5990
6733;31/01/1993;1992;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;3846.4500;455.4970;A;2550;255040;25;5990
6733;31/01/1994;1993;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4135.1050;390.9990;A;2550;255040;25;5990
6733;31/01/1995;1994;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4570.0770;448.3430;A;2550;255040;25;5990
6733;31/01/1996;1995;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;5266.5630;961.5110;A;2550;255040;25;5990
6733;31/01/1997;1996;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4120.0020;434.2080;A;2550;255040;25;5990
6733;31/01/1998;1997;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4300.7610;217.3900;A;2550;255040;25;5990
6733;31/01/1999;1998;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4549.7080;2053.6460;A;2550;255040;25;5990
6733;31/01/2000;1999;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4087.6890;460.7590;A;2550;255040;25;5990
6733;31/01/2001;2000;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4088.1220;427.9050;A;2550;255040;25;5990
6733;31/01/2002;2001;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4719.0000;519.0000;A;2550;255040;25;5990
6733;31/01/2003;2002;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7246.0000;496.0000;A;2550;255040;25;5990
6733;31/01/2004;2003;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7873.0000;717.0000;A;2550;255040;25;5990
6733;31/01/2005;2004;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6089.0000;705.0000;A;2550;255040;25;5990
6733;31/01/2006;2005;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6346.0000;666.0000;A;2550;255040;25;5990
6733;31/01/2007;2006;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7093.0000;675.0000;A;2550;255040;25;5990
6733;31/01/2008;2007;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7437.0000;718.0000;A;2550;255040;25;5990
6733;31/01/2009;2008;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6972.0000;220.0000;A;2550;255040;25;5990
6733;31/01/2010;2009;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7173.0000;448.0000;A;2550;255040;25;5990
6733;31/01/2011;2010;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6451.0000;805.0000;A;2550;255040;25;5990
6733;31/01/2012;2011;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6108.0000;850.0000;A;2550;255040;25;5990
6733;31/01/2013;2012;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6019.0000;753.0000;A;2550;255040;25;5990
6733;31/01/2014;2013;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7198.0000;903.0000;A;2550;255040;25;5990
6733;31/01/2015;2014;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7544.0000;1042.0000;A;2550;255040;25;5990
6733;31/01/2016;2015;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;8493.0000;1253.0000;A;2550;255040;25;5990
6733;31/01/2017;2016;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;8170.0000;1158.0000;A;2550;255040;25;5990
6733;31/01/2018;2017;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;8149.0000;983.0000;A;2550;255040;25;5990
6733;31/01/2019;2018;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;8090.0000;644.0000;A;2550;255040;25;5990
6733;31/01/2020;2019;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;10125.0000;-366.0000;A;2550;255040;25;5990
6733;31/01/2021;2020;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;11571.0000;844.0000;A;2550;255040;25;5990
6733;31/01/2022;2021;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6026.0000;1075.0000;A;2550;255040;25;5990
9611;31/12/1992;1992;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;2611.1230;86.5360;A;2530;253020;25;7200
9611;31/12/1993;1993;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;3683.3040;103.0920;A;2530;253020;25;7200
9611;31/12/1994;1994;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;5161.8880;131.0450;A;2530;253020;25;7200
9611;31/12/1995;1995;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;7663.8110;183.5880;A;2530;253020;25;7200
9611;31/12/1996;1996;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8869.7700;265.2980;A;2530;253020;25;7200
9611;31/12/1997;1997;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;10306.8630;374.5520;A;2530;253020;25;7200
9611;31/12/1998;1998;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;13266.1580;342.1420;A;2530;253020;25;7200
9611;31/12/1999;1999;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;14601.6010;-34.2970;A;2530;253020;25;7200
9611;31/12/2000;2000;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12898.4690;-425.5230;A;2530;253020;25;7200
9611;31/12/2001;2001;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;11579.9370;-596.6270;A;2530;253020;25;7200
9611;31/12/2002;2002;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;10723.7850;-101.2230;A;2530;253020;25;7200
9611;31/12/2003;2003;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;7725.2040;82.5530;A;2530;253020;25;7200
9611;31/12/2004;2004;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8205.6870;117.9220;A;2530;253020;25;7200
9611;31/12/2005;2005;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;7544.7690;55.4740;A;2530;253020;25;7200
9611;31/12/2006;2006;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;9729.3890;52.6040;A;2530;253020;25;7200
9611;31/12/2007;2007;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8932.2440;243.3170;A;2530;253020;25;7200
9611;31/12/2008;2008;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8110.8830;97.4450;A;2530;253020;25;7200
9611;31/12/2009;2009;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8890.9810;123.0980;A;2530;253020;25;7200
9611;31/12/2010;2010;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;9190.5400;126.4170;A;2530;253020;25;7200
9611;31/12/2011;2011;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;9327.8120;144.9030;A;2530;253020;25;7200
9611;31/12/2012;2012;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;9683.5680;152.5460;A;2530;253020;25;7200
9611;31/12/2013;2013;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12906.0700;143.8480;A;2530;253020;25;7200
9611;31/12/2014;2014;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;11923.6440;170.2830;A;2530;253020;25;7200
9611;31/12/2015;2015;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;11718.8880;234.1620;A;2530;253020;25;7200
9611;31/12/2016;2016;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12038.1490;177.0380;A;2530;253020;25;7200
9611;31/12/2017;2017;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12864.5030;546.6630;A;2530;253020;25;7200
9611;31/12/2018;2018;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12693.2430;447.2080;A;2530;253020;25;7200
9611;31/12/2019;2019;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;13677.4300;369.5960;A;2530;253020;25;7200
9611;31/12/2020;2020;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;14515.4250;515.9070;A;2530;253020;25;7200
9611;31/12/2021;2021;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;15691.1780;802.9390;A;2530;253020;25;7200
10549;31/07/1992;1992;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;124.2460;8.3980;A;2510;251020;25;3790
10549;31/07/1993;1993;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;122.7470;11.2670;A;2510;251020;25;3790
10549;31/07/1994;1994;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;142.4460;16.0450;A;2510;251020;25;3790
10549;31/07/1995;1995;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;148.4610;13.7900;A;2510;251020;25;3790
10549;31/07/1996;1996;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;175.8840;16.0700;A;2510;251020;25;3790
10549;31/07/1997;1997;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;170.9690;16.4230;A;2510;251020;25;3790
10549;31/07/1998;1998;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;213.9810;19.3950;A;2510;251020;25;3790
10549;31/07/1999;1999;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;245.9120;30.7660;A;2510;251020;25;3790
10549;31/07/2000;2000;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;282.1310;36.1190;A;2510;251020;25;3790
10549;31/07/2001;2001;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;309.0670;26.7220;A;2510;251020;25;3790
10549;31/07/2002;2002;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;497.5030;51.1820;A;2510;251020;25;3790
10549;31/07/2003;2003;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;608.9410;78.6310;A;2510;251020;25;3790
10549;31/07/2004;2004;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;762.5870;106.0850;A;2510;251020;25;3790
10549;31/07/2005;2005;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;857.8790;121.7670;A;2510;251020;25;3790
10549;31/07/2006;2006;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1004.7250;163.4050;A;2510;251020;25;3790
10549;31/07/2007;2007;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1059.2970;134.7310;A;2510;251020;25;3790
10549;31/07/2008;2008;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;996.5620;92.7060;A;2510;251020;25;3790
10549;31/07/2009;2009;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;951.1240;17.1430;A;2510;251020;25;3790
10549;31/07/2010;2010;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;964.0730;110.0640;A;2510;251020;25;3790
10549;31/07/2011;2011;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1198.0700;106.2730;A;2510;251020;25;3790
10549;31/07/2012;2012;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1243.0540;121.7390;A;2510;251020;25;3790
10549;31/07/2013;2013;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1328.2680;151.6760;A;2510;251020;25;3790
10549;31/07/2014;2014;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1408.7180;175.5160;A;2510;251020;25;3790
10549;31/07/2015;2015;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1503.2480;202.0090;A;2510;251020;25;3790
10549;31/07/2016;2016;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;2325.4640;258.0220;A;2510;251020;25;3790
10549;31/07/2017;2017;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;2557.9310;374.2540;A;2510;251020;25;3790
10549;31/07/2018;2018;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;2778.6650;430.1510;A;2510;251020;25;3790
10549;31/07/2019;2019;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;5660.4460;133.2750;A;2510;251020;25;3790
10549;31/07/2020;2020;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;5771.4600;222.9740;A;2510;251020;25;3790
10549;31/07/2021;2021;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;6654.0880;659.8720;A;2510;251020;25;3790
11032;31/12/1992;1992;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;472.4270;20.0200;A;3510;351020;35;8062
11032;31/12/1993;1993;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;460.4220;24.0110;A;3510;351020;35;8062
11032;31/12/1994;1994;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;521.4920;28.7200;A;3510;351020;35;8062
11032;31/12/1995;1995;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;748.0510;35.4840;A;3510;351020;35;8062
11032;31/12/1996;1996;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;965.7950;50.6710;A;3510;351020;35;8062
11032;31/12/1997;1997;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;1085.3490;67.2760;A;3510;351020;35;8062
11032;31/12/1998;1998;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;1448.0950;79.5580;A;3510;351020;35;8062
11032;31/12/1999;1999;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;1497.9730;77.7750;A;3510;351020;35;8062
11032;31/12/2000;2000;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;1742.3770;93.3620;A;3510;351020;35;8062
11032;31/12/2001;2001;INDL;C;D;STD;UHS;UNIVERSAL HEALTH SVCS INC;USD;2114.5840;100.7500;A;3510;351020;35;8062
