gvkey;datadate;fyear;indfmt;consol;popsrc;datafmt;tic;conm;curcd;at;ceq;ib;costat;ggroup;gind;gsector;sic
3382;31/12/2010;2010;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;13.8630;-54.3030;18.9380;A;5020;502030;50;7370
3382;31/12/2011;2011;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;24.8550;-57.9280;21.8640;A;5020;502030;50;7370
3382;31/12/2012;2012;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;147.1140;76.9340;47.5430;A;5020;502030;50;7370
3382;31/12/2013;2013;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;278.4880;182.5990;26.4790;A;5020;502030;50;7370
3382;31/12/2014;2014;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;383.7770;251.4330;22.0890;A;5020;502030;50;7370
3382;31/12/2015;2015;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;469.1210;288.5650;19.5520;A;5020;502030;50;7370
3382;31/12/2016;2016;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;501.7780;286.6960;32.6280;A;5020;502030;50;7370
3382;31/12/2017;2017;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;577.7760;314.5850;16.7270;A;5020;502030;50;7370
3382;31/12/2018;2018;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;531.4880;286.6670;54.6870;A;5020;502030;50;7370
3382;31/12/2019;2019;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;630.5120;328.1450;20.1080;A;5020;502030;50;7370
3382;31/12/2020;2020;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;729.6440;421.9250;71.7660;A;5020;502030;50;7370
3382;31/12/2021;2021;INDL;C;D;STD;SSTK;SHUTTERSTOCK INC;USD;851.7100;468.4820;91.8830;A;5020;502030;50;7370
4066;31/12/1992;1992;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;1951.9500;308.8920;65.4980;A;5020;502010;50;7311
4066;31/12/1993;1993;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;2289.8630;402.1860;85.3450;A;5020;502010;50;7311
4066;31/12/1994;1994;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;2852.2040;540.7020;108.1340;A;5020;502010;50;7311
4066;31/12/1995;1995;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;3527.6770;551.5070;139.9550;A;5020;502010;50;7311
4066;31/12/1996;1996;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;4055.9430;800.6780;176.3290;A;5020;502010;50;7311
4066;31/12/1997;1997;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;4965.7430;866.7390;222.4150;A;5020;502010;50;7311
4066;31/12/1998;1998;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;6910.0600;1086.4680;285.0680;A;5020;502010;50;7311
4066;31/12/1999;1999;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;9017.6370;1552.8980;362.8820;A;5020;502010;50;7311
4066;31/12/2000;2000;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;9891.4990;1548.4770;498.7950;A;5020;502010;50;7311
4066;31/12/2001;2001;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;10617.4140;2178.4190;503.1420;A;5020;502010;50;7311
4066;31/12/2002;2002;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;11819.8020;2568.9270;643.4590;A;5020;502010;50;7311
4066;31/12/2003;2003;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;14499.4560;3466.0590;675.8830;A;5020;502010;50;7311
4066;31/12/2004;2004;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;16002.4000;4078.7000;723.5000;A;5020;502010;50;7311
4066;31/12/2005;2005;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;15919.9000;3948.0000;790.7000;A;5020;502010;50;7311
4066;31/12/2006;2006;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;18164.4000;3871.3000;864.0000;A;5020;502010;50;7311
4066;31/12/2007;2007;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;19271.7000;4091.7000;975.7000;A;5020;502010;50;7311
4066;31/12/2008;2008;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;17318.4000;3522.8000;1000.3000;A;5020;502010;50;7311
4066;31/12/2009;2009;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;17920.7000;4194.8000;793.0000;A;5020;502010;50;7311
4066;31/12/2010;2010;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;19566.1000;3580.5000;827.7000;A;5020;502010;50;7311
4066;31/12/2011;2011;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;20505.4000;3504.3000;952.6000;A;5020;502010;50;7311
4066;31/12/2012;2012;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;22151.9000;3460.8000;998.3000;A;5020;502010;50;7311
4066;31/12/2013;2013;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;22098.7000;3582.4000;991.1000;A;5020;502010;50;7311
4066;31/12/2014;2014;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;21559.7000;2850.0000;1104.0000;A;5020;502010;50;7311
4066;31/12/2015;2015;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;22110.7000;2452.4000;1093.9000;A;5020;502010;50;7311
4066;31/12/2016;2016;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;23165.4000;2162.0000;1148.6000;A;5020;502010;50;7311
4066;31/12/2017;2017;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;24931.2000;2615.1000;1088.4000;A;5020;502010;50;7311
4066;31/12/2018;2018;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;24617.0000;2547.1000;1326.4000;A;5020;502010;50;7311
4066;31/12/2019;2019;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;26783.4000;2853.9000;1339.1000;A;5020;502010;50;7311
4066;31/12/2020;2020;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;27647.2000;3084.4000;945.4000;A;5020;502010;50;7311
4066;31/12/2021;2021;INDL;C;D;STD;OMC;OMNICOM GROUP INC;USD;28421.8000;3270.2000;1407.8000;A;5020;502010;50;7311
4598;31/05/1992;1991;INDL;C;D;STD;FDX;FEDEX CORP;USD;5463.1860;1579.7220;-113.7820;A;2030;203010;20;4513
4598;31/05/1993;1992;INDL;C;D;STD;FDX;FEDEX CORP;USD;5793.0640;1671.3810;109.8090;A;2030;203010;20;4513
4598;31/05/1994;1993;INDL;C;D;STD;FDX;FEDEX CORP;USD;5992.4980;1924.7050;204.3700;A;2030;203010;20;4513
4598;31/05/1995;1994;INDL;C;D;STD;FDX;FEDEX CORP;USD;6433.3720;2245.5690;297.5880;A;2030;203010;20;4513
4598;31/05/1996;1995;INDL;C;D;STD;FDX;FEDEX CORP;USD;6698.9710;2576.1390;307.7770;A;2030;203010;20;4513
4598;31/05/1997;1996;INDL;C;D;STD;FDX;FEDEX CORP;USD;7625.4860;2962.5140;361.2270;A;2030;203010;20;4513
4598;31/05/1998;1997;INDL;C;D;STD;FDX;FEDEX CORP;USD;9686.0600;3961.2300;498.1550;A;2030;203010;20;4513
4598;31/05/1999;1998;INDL;C;D;STD;FDX;FEDEX CORP;USD;10648.2110;4663.6920;631.3330;A;2030;203010;20;4513
4598;31/05/2000;1999;INDL;C;D;STD;FDX;FEDEX CORP;USD;11527.1110;4785.2430;688.3360;A;2030;203010;20;4513
4598;31/05/2001;2000;INDL;C;D;STD;FDX;FEDEX CORP;USD;13340.0120;5900.4200;584.3710;A;2030;203010;20;4513
4598;31/05/2002;2001;INDL;C;D;STD;FDX;FEDEX CORP;USD;13812.0000;6545.0000;725.0000;A;2030;203010;20;4513
4598;31/05/2003;2002;INDL;C;D;STD;FDX;FEDEX CORP;USD;15385.0000;7288.0000;830.0000;A;2030;203010;20;4513
4598;31/05/2004;2003;INDL;C;D;STD;FDX;FEDEX CORP;USD;19134.0000;8036.0000;838.0000;A;2030;203010;20;4513
4598;31/05/2005;2004;INDL;C;D;STD;FDX;FEDEX CORP;USD;20404.0000;9588.0000;1449.0000;A;2030;203010;20;4513
4598;31/05/2006;2005;INDL;C;D;STD;FDX;FEDEX CORP;USD;22690.0000;11511.0000;1806.0000;A;2030;203010;20;4513
4598;31/05/2007;2006;INDL;C;D;STD;FDX;FEDEX CORP;USD;24000.0000;12656.0000;2016.0000;A;2030;203010;20;4513
4598;31/05/2008;2007;INDL;C;D;STD;FDX;FEDEX CORP;USD;25633.0000;14526.0000;1125.0000;A;2030;203010;20;4513
4598;31/05/2009;2008;INDL;C;D;STD;FDX;FEDEX CORP;USD;24244.0000;13626.0000;98.0000;A;2030;203010;20;4513
4598;31/05/2010;2009;INDL;C;D;STD;FDX;FEDEX CORP;USD;24902.0000;13811.0000;1184.0000;A;2030;203010;20;4513
4598;31/05/2011;2010;INDL;C;D;STD;FDX;FEDEX CORP;USD;27385.0000;15220.0000;1452.0000;A;2030;203010;20;4513
4598;31/05/2012;2011;INDL;C;D;STD;FDX;FEDEX CORP;USD;29903.0000;14727.0000;2032.0000;A;2030;203010;20;4513
4598;31/05/2013;2012;INDL;C;D;STD;FDX;FEDEX CORP;USD;33567.0000;17398.0000;1561.0000;A;2030;203010;20;4513
4598;31/05/2014;2013;INDL;C;D;STD;FDX;FEDEX CORP;USD;33070.0000;15277.0000;2097.0000;A;2030;203010;20;4513
4598;31/05/2015;2014;INDL;C;D;STD;FDX;FEDEX CORP;USD;37069.0000;14993.0000;1050.0000;A;2030;203010;20;4513
4598;31/05/2016;2015;INDL;C;D;STD;FDX;FEDEX CORP;USD;46064.0000;13784.0000;1820.0000;A;2030;203010;20;4513
4598;31/05/2017;2016;INDL;C;D;STD;FDX;FEDEX CORP;USD;48552.0000;16073.0000;2997.0000;A;2030;203010;20;4513
4598;31/05/2018;2017;INDL;C;D;STD;FDX;FEDEX CORP;USD;52330.0000;19416.0000;4572.0000;A;2030;203010;20;4513
4598;31/05/2019;2018;INDL;C;D;STD;FDX;FEDEX CORP;USD;54403.0000;17757.0000;540.0000;A;2030;203010;20;4513
4598;31/05/2020;2019;INDL;C;D;STD;FDX;FEDEX CORP;USD;73537.0000;18295.0000;1286.0000;A;2030;203010;20;4513
4598;31/05/2021;2020;INDL;C;D;STD;FDX;FEDEX CORP;USD;82777.0000;24168.0000;5231.0000;A;2030;203010;20;4513
5116;31/12/1992;1992;INDL;C;D;STD;GNTX;GENTEX CORP;USD;40.2560;35.4500;5.0660;A;2510;251010;25;3714
5116;31/12/1993;1993;INDL;C;D;STD;GNTX;GENTEX CORP;USD;55.1910;49.5470;9.8450;A;2510;251010;25;3714
5116;31/12/1994;1994;INDL;C;D;STD;GNTX;GENTEX CORP;USD;80.4900;71.3750;16.4660;A;2510;251010;25;3714
5116;31/12/1995;1995;INDL;C;D;STD;GNTX;GENTEX CORP;USD;109.2440;94.6720;18.8950;A;2510;251010;25;3714
5116;31/12/1996;1996;INDL;C;D;STD;GNTX;GENTEX CORP;USD;140.3780;127.8040;23.9630;A;2510;251010;25;3714
5116;31/12/1997;1997;INDL;C;D;STD;GNTX;GENTEX CORP;USD;189.7830;173.2050;35.2300;A;2510;251010;25;3714
5116;31/12/1998;1998;INDL;C;D;STD;GNTX;GENTEX CORP;USD;254.8900;237.0080;50.3070;A;2510;251010;25;3714
5116;31/12/1999;1999;INDL;C;D;STD;GNTX;GENTEX CORP;USD;337.6730;317.0510;64.8640;A;2510;251010;25;3714
5116;31/12/2000;2000;INDL;C;D;STD;GNTX;GENTEX CORP;USD;428.1290;402.1040;70.5440;A;2510;251010;25;3714
5116;31/12/2001;2001;INDL;C;D;STD;GNTX;GENTEX CORP;USD;506.8230;479.0010;65.2170;A;2510;251010;25;3714
5116;31/12/2002;2002;INDL;C;D;STD;GNTX;GENTEX CORP;USD;609.1730;573.6400;85.7710;A;2510;251010;25;3714
5116;31/12/2003;2003;INDL;C;D;STD;GNTX;GENTEX CORP;USD;762.5300;693.6430;106.7610;A;2510;251010;25;3714
5116;31/12/2004;2004;INDL;C;D;STD;GNTX;GENTEX CORP;USD;856.8590;783.2800;112.6570;A;2510;251010;25;3714
5116;31/12/2005;2005;INDL;C;D;STD;GNTX;GENTEX CORP;USD;922.6460;841.5950;109.5280;A;2510;251010;25;3714
5116;31/12/2006;2006;INDL;C;D;STD;GNTX;GENTEX CORP;USD;785.0280;702.6940;108.7610;A;2510;251010;25;3714
5116;31/12/2007;2007;INDL;C;D;STD;GNTX;GENTEX CORP;USD;898.0230;806.8120;122.1300;A;2510;251010;25;3714
5116;31/12/2008;2008;INDL;C;D;STD;GNTX;GENTEX CORP;USD;763.1030;698.5960;62.0880;A;2510;251010;25;3714
5116;31/12/2009;2009;INDL;C;D;STD;GNTX;GENTEX CORP;USD;822.6030;735.9290;64.6370;A;2510;251010;25;3714
5116;31/12/2010;2010;INDL;C;D;STD;GNTX;GENTEX CORP;USD;1002.6910;893.5310;137.7340;A;2510;251010;25;3714
5116;31/12/2011;2011;INDL;C;D;STD;GNTX;GENTEX CORP;USD;1176.0270;1027.1190;164.6680;A;2510;251010;25;3714
5116;31/12/2012;2012;INDL;C;D;STD;GNTX;GENTEX CORP;USD;1265.6910;1120.9610;168.5870;A;2510;251010;25;3714
5116;31/12/2013;2013;INDL;C;D;STD;GNTX;GENTEX CORP;USD;1764.0880;1327.6040;222.9300;A;2510;251010;25;3714
5116;31/12/2014;2014;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2022.5400;1571.4120;288.6050;A;2510;251010;25;3714
5116;31/12/2015;2015;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2148.6730;1722.5170;318.4700;A;2510;251010;25;3714
5116;31/12/2016;2016;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2309.6200;1910.4240;347.5910;A;2510;251010;25;3714
5116;31/12/2017;2017;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2352.0540;2049.5180;406.7920;A;2510;251010;25;3714
5116;31/12/2018;2018;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2085.4340;1861.7520;437.8830;A;2510;251010;25;3714
5116;31/12/2019;2019;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2168.8030;1938.0880;424.6840;A;2510;251010;25;3714
5116;31/12/2020;2020;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2197.9410;1963.9430;347.5640;A;2510;251010;25;3714
5116;31/12/2021;2021;INDL;C;D;STD;GNTX;GENTEX CORP;USD;2131.3910;1937.9880;360.7970;A;2510;251010;25;3714
6733;31/01/1992;1991;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;3418.8560;1876.7920;403.3020;A;2550;255040;25;5990
6733;31/01/1993;1992;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;3846.4500;2267.6170;455.4970;A;2550;255040;25;5990
6733;31/01/1994;1993;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4135.1050;2441.2930;390.9990;A;2550;255040;25;5990
6733;31/01/1995;1994;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4570.0770;2760.9560;448.3430;A;2550;255040;25;5990
6733;31/01/1996;1995;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;5266.5630;3201.0410;961.5110;A;2550;255040;25;5990
6733;31/01/1997;1996;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4120.0020;1922.5820;434.2080;A;2550;255040;25;5990
6733;31/01/1998;1997;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4300.7610;2044.9570;217.3900;A;2550;255040;25;5990
6733;31/01/1999;1998;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4549.7080;2233.3030;2053.6460;A;2550;255040;25;5990
6733;31/01/2000;1999;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4087.6890;2147.0770;460.7590;A;2550;255040;25;5990
6733;31/01/2001;2000;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4088.1220;2316.4550;427.9050;A;2550;255040;25;5990
6733;31/01/2002;2001;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;4719.0000;2744.0000;519.0000;A;2550;255040;25;5990
6733;31/01/2003;2002;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7246.0000;4860.0000;496.0000;A;2550;255040;25;5990
6733;31/01/2004;2003;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7873.0000;5266.0000;717.0000;A;2550;255040;25;5990
6733;31/01/2005;2004;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6089.0000;2335.0000;705.0000;A;2550;255040;25;5990
6733;31/01/2006;2005;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6346.0000;2471.0000;666.0000;A;2550;255040;25;5990
6733;31/01/2007;2006;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7093.0000;2955.0000;675.0000;A;2550;255040;25;5990
6733;31/01/2008;2007;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7437.0000;2219.0000;718.0000;A;2550;255040;25;5990
6733;31/01/2009;2008;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6972.0000;1874.0000;220.0000;A;2550;255040;25;5990
6733;31/01/2010;2009;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7173.0000;2183.0000;448.0000;A;2550;255040;25;5990
6733;31/01/2011;2010;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6451.0000;1476.0000;805.0000;A;2550;255040;25;5990
6733;31/01/2012;2011;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6108.0000;137.0000;850.0000;A;2550;255040;25;5990
6733;31/01/2013;2012;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6019.0000;-1015.0000;753.0000;A;2550;255040;25;5990
6733;31/01/2014;2013;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7198.0000;-370.0000;903.0000;A;2550;255040;25;5990
6733;31/01/2015;2014;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;7544.0000;18.0000;1042.0000;A;2550;255040;25;5990
6733;31/01/2016;2015;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;8493.0000;-259.0000;1253.0000;A;2550;255040;25;5990
6733;31/01/2017;2016;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;8170.0000;-729.0000;1158.0000;A;2550;255040;25;5990
6733;31/01/2018;2017;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;8149.0000;-753.0000;983.0000;A;2550;255040;25;5990
6733;31/01/2019;2018;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;8090.0000;-869.0000;644.0000;A;2550;255040;25;5990
6733;31/01/2020;2019;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;10125.0000;-1499.0000;-366.0000;A;2550;255040;25;5990
6733;31/01/2021;2020;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;11571.0000;-662.0000;844.0000;A;2550;255040;25;5990
6733;31/01/2022;2021;INDL;C;D;STD;BBWI;BATH & BODY WORKS INC;USD;6026.0000;-1518.0000;1075.0000;A;2550;255040;25;5990
9611;31/12/1992;1992;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;2611.1230;683.0970;86.5360;A;2530;253020;25;7200
9611;31/12/1993;1993;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;3683.3040;884.5130;103.0920;A;2530;253020;25;7200
9611;31/12/1994;1994;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;5161.8880;1196.6220;131.0450;A;2530;253020;25;7200
9611;31/12/1995;1995;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;7663.8110;1975.3450;183.5880;A;2530;253020;25;7200
9611;31/12/1996;1996;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8869.7700;2235.3170;265.2980;A;2530;253020;25;7200
9611;31/12/1997;1997;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;10306.8630;2726.0040;374.5520;A;2530;253020;25;7200
9611;31/12/1998;1998;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;13266.1580;3154.1020;342.1420;A;2530;253020;25;7200
9611;31/12/1999;1999;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;14601.6010;3495.2730;-34.2970;A;2530;253020;25;7200
9611;31/12/2000;2000;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12898.4690;1975.8210;-425.5230;A;2530;253020;25;7200
9611;31/12/2001;2001;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;11579.9370;1432.8610;-596.6270;A;2530;253020;25;7200
9611;31/12/2002;2002;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;10723.7850;1303.7710;-101.2230;A;2530;253020;25;7200
9611;31/12/2003;2003;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;7725.2040;1526.9580;82.5530;A;2530;253020;25;7200
9611;31/12/2004;2004;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8205.6870;1848.6670;117.9220;A;2530;253020;25;7200
9611;31/12/2005;2005;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;7544.7690;1581.5550;55.4740;A;2530;253020;25;7200
9611;31/12/2006;2006;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;9729.3890;1594.7750;52.6040;A;2530;253020;25;7200
9611;31/12/2007;2007;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8932.2440;1492.0830;243.3170;A;2530;253020;25;7200
9611;31/12/2008;2008;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8110.8830;1293.1790;97.4450;A;2530;253020;25;7200
9611;31/12/2009;2009;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;8890.9810;1482.7760;123.0980;A;2530;253020;25;7200
9611;31/12/2010;2010;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;9190.5400;1479.4560;126.4170;A;2530;253020;25;7200
9611;31/12/2011;2011;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;9327.8120;1392.0940;144.9030;A;2530;253020;25;7200
9611;31/12/2012;2012;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;9683.5680;1343.0270;152.5460;A;2530;253020;25;7200
9611;31/12/2013;2013;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12906.0700;1414.2300;143.8480;A;2530;253020;25;7200
9611;31/12/2014;2014;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;11923.6440;1368.7260;170.2830;A;2530;253020;25;7200
9611;31/12/2015;2015;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;11718.8880;1184.6920;234.1620;A;2530;253020;25;7200
9611;31/12/2016;2016;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12038.1490;1092.7130;177.0380;A;2530;253020;25;7200
9611;31/12/2017;2017;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12864.5030;1409.3900;546.6630;A;2530;253020;25;7200
9611;31/12/2018;2018;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;12693.2430;1641.9030;447.2080;A;2530;253020;25;7200
9611;31/12/2019;2019;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;13677.4300;1823.3130;369.5960;A;2530;253020;25;7200
9611;31/12/2020;2020;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;14515.4250;1752.7480;515.9070;A;2530;253020;25;7200
9611;31/12/2021;2021;INDL;C;D;STD;SCI;SERVICE CORP INTERNATIONAL;USD;15691.1780;1909.4450;802.9390;A;2530;253020;25;7200
10549;31/07/1992;1992;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;124.2460;71.0580;8.3980;A;2510;251020;25;3790
10549;31/07/1993;1993;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;122.7470;80.8450;11.2670;A;2510;251020;25;3790
10549;31/07/1994;1994;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;142.4460;95.9230;16.0450;A;2510;251020;25;3790
10549;31/07/1995;1995;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;148.4610;107.9030;13.7900;A;2510;251020;25;3790
10549;31/07/1996;1996;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;175.8840;119.1580;16.0700;A;2510;251020;25;3790
10549;31/07/1997;1997;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;170.9690;119.8200;16.4230;A;2510;251020;25;3790
10549;31/07/1998;1998;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;213.9810;138.2140;19.3950;A;2510;251020;25;3790
10549;31/07/1999;1999;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;245.9120;165.3730;30.7660;A;2510;251020;25;3790
10549;31/07/2000;2000;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;282.1310;195.2040;36.1190;A;2510;251020;25;3790
10549;31/07/2001;2001;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;309.0670;219.9460;26.7220;A;2510;251020;25;3790
10549;31/07/2002;2002;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;497.5030;334.6190;51.1820;A;2510;251020;25;3790
10549;31/07/2003;2003;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;608.9410;414.8220;78.6310;A;2510;251020;25;3790
10549;31/07/2004;2004;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;762.5870;511.6040;106.0850;A;2510;251020;25;3790
10549;31/07/2005;2005;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;857.8790;597.3870;121.7670;A;2510;251020;25;3790
10549;31/07/2006;2006;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1004.7250;699.8490;163.4050;A;2510;251020;25;3790
10549;31/07/2007;2007;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1059.2970;766.3310;134.7310;A;2510;251020;25;3790
10549;31/07/2008;2008;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;996.5620;699.6960;92.7060;A;2510;251020;25;3790
10549;31/07/2009;2009;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;951.1240;705.0330;17.1430;A;2510;251020;25;3790
10549;31/07/2010;2010;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;964.0730;657.2780;110.0640;A;2510;251020;25;3790
10549;31/07/2011;2011;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1198.0700;836.2740;106.2730;A;2510;251020;25;3790
10549;31/07/2012;2012;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1243.0540;850.8270;121.7390;A;2510;251020;25;3790
10549;31/07/2013;2013;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1328.2680;892.6140;151.6760;A;2510;251020;25;3790
10549;31/07/2014;2014;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1408.7180;977.6970;175.5160;A;2510;251020;25;3790
10549;31/07/2015;2015;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;1503.2480;1065.1870;202.0090;A;2510;251020;25;3790
10549;31/07/2016;2016;INDL;C;D;STD;THO;THOR INDUSTRIES INC;USD;2325.4640;1265.2220;258.0220;A;2510;251020;25;3790
