gvkey;datadate;fyear;indfmt;consol;popsrc;datafmt;tic;conm;curcd;at;ceq;ib;costat;ggroup;gind;gsector;sic
31607;31/12/2003;2003;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;525.1510;439.4520;33.3680;A;4520;452030;45;7372
31607;31/12/2004;2004;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;582.4150;486.4490;48.6100;A;4520;452030;45;7372
31607;31/12/2005;2005;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;608.3360;503.8500;61.5170;A;4520;452030;45;7372
31607;31/12/2006;2006;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;721.2200;596.6820;72.7080;A;4520;452030;45;7372
31607;31/12/2007;2007;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;818.8120;661.0860;107.0330;A;4520;452030;45;7372
31607;31/12/2008;2008;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;832.5910;664.4380;84.8270;A;4520;452030;45;7372
31607;31/12/2009;2009;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;813.0290;654.4200;17.0850;A;4520;452030;45;7372
31607;31/12/2010;2010;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;959.6820;744.5450;109.1160;A;4520;452030;45;7372
31607;31/12/2011;2011;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1154.2940;852.0110;94.0720;A;4520;452030;45;7372
31607;31/12/2012;2012;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1284.7690;939.1280;90.1370;A;4520;452030;45;7372
31607;31/12/2013;2013;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1343.5510;1023.0840;80.5130;A;4520;452030;45;7372
31607;31/12/2014;2014;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1455.4910;1117.4960;126.3330;A;4520;452030;45;7372
31607;31/12/2015;2015;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1453.8560;1081.7210;95.2620;A;4520;452030;45;7372
31607;31/12/2016;2016;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1496.5640;1114.2190;82.7340;A;4520;452030;45;7372
31607;31/12/2017;2017;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1566.4340;1128.0210;52.4110;A;4520;452030;45;7372
31607;31/12/2018;2018;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1671.2350;1238.3580;155.0570;A;4520;452030;45;7372
31607;31/12/2019;2019;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1651.8890;1176.3500;162.1510;A;4520;452030;45;7372
31607;31/12/2020;2020;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;1884.4880;1224.8710;143.6590;A;4520;452030;45;7372
31607;31/12/2021;2021;INDL;C;D;STD;NATI;NATIONAL INSTRUMENTS CORP;USD;2114.9850;1223.6970;89.3150;A;4520;452030;45;7372
33133;31/12/2016;2016;INDL;C;D;STD;RCUS;ARCUS BIOSCIENCES INC;USD;109.7020;-19.9940;-17.9700;A;3520;352010;35;2836
33133;31/12/2017;2017;INDL;C;D;STD;RCUS;ARCUS BIOSCIENCES INC;USD;190.4860;-72.3280;-53.0820;A;3520;352010;35;2836
33133;31/12/2018;2018;INDL;C;D;STD;RCUS;ARCUS BIOSCIENCES INC;USD;274.9250;234.9420;-49.5940;A;3520;352010;35;2836
33133;31/12/2019;2019;INDL;C;D;STD;RCUS;ARCUS BIOSCIENCES INC;USD;203.1100;163.8420;-84.7100;A;3520;352010;35;2836
33133;31/12/2020;2020;INDL;C;D;STD;RCUS;ARCUS BIOSCIENCES INC;USD;772.2920;502.3040;-122.8580;A;3520;352010;35;2836
33133;31/12/2021;2021;INDL;C;D;STD;RCUS;ARCUS BIOSCIENCES INC;USD;1591.8980;841.4500;52.8300;A;3520;352010;35;2836
34953;31/12/2016;2016;INDL;C;D;STD;PLMR;PALOMAR HOLDINGS INC;USD;;;;A;4030;403010;40;6331
34953;31/12/2017;2017;INDL;C;D;STD;PLMR;PALOMAR HOLDINGS INC;USD;188.3550;78.4140;3.7830;A;4030;403010;40;6331
34953;31/12/2018;2018;INDL;C;D;STD;PLMR;PALOMAR HOLDINGS INC;USD;231.1340;96.2920;18.2190;A;4030;403010;40;6331
34953;31/12/2019;2019;INDL;C;D;STD;PLMR;PALOMAR HOLDINGS INC;USD;395.4620;218.5560;10.6210;A;4030;403010;40;6331
34953;31/12/2020;2020;INDL;C;D;STD;PLMR;PALOMAR HOLDINGS INC;USD;729.0920;363.7130;6.2570;A;4030;403010;40;6331
34953;31/12/2021;2021;INDL;C;D;STD;PLMR;PALOMAR HOLDINGS INC;USD;925.7340;394.1690;45.8470;A;4030;403010;40;6331
37090;31/12/2015;2015;INDL;C;D;STD;CRSR;CORSAIR GAMING INC;USD;;;;A;4520;452020;45;3570
37090;31/12/2016;2016;INDL;C;D;STD;CRSR;CORSAIR GAMING INC;USD;;;;A;4520;452020;45;3570
37090;31/12/2017;2017;INDL;C;D;STD;CRSR;CORSAIR GAMING INC;USD;;;;A;4520;452020;45;3570
37090;31/12/2018;2018;INDL;C;D;STD;CRSR;CORSAIR GAMING INC;USD;810.9930;162.7020;-13.7200;A;4520;452020;45;3570
37090;31/12/2019;2019;INDL;C;D;STD;CRSR;CORSAIR GAMING INC;USD;1059.7180;216.7750;-8.3940;A;4520;452020;45;3570
37090;31/12/2020;2020;INDL;C;D;STD;CRSR;CORSAIR GAMING INC;USD;1314.1150;437.3900;103.2170;A;4520;452020;45;3570
37090;31/12/2021;2021;INDL;C;D;STD;CRSR;CORSAIR GAMING INC;USD;1337.3960;568.1800;100.9600;A;4520;452020;45;3570
60900;31/12/1994;1994;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;472.4920;87.8180;0.0900;A;5020;502010;50;4841
60900;31/12/1995;1995;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;623.0910;139.4910;-11.4860;A;5020;502010;50;4841
60900;31/12/1996;1996;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;1141.3800;42.7980;-100.9860;A;5020;502010;50;4841
60900;31/12/1997;1997;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;1805.6460;-210.0930;-312.8250;A;5020;502010;50;4841
60900;31/12/1998;1998;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;1806.8520;-501.0130;-260.8820;A;5020;502010;50;4841
60900;31/12/1999;1999;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;3898.1890;-93.8520;-523.8480;A;5020;502010;50;4841
60900;31/12/2000;2000;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;4665.9500;-639.2160;-621.2110;A;5020;502010;50;4841
60900;31/12/2001;2001;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;6519.6860;-777.7720;-215.4980;A;5020;502010;50;4841
60900;31/12/2002;2002;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;6260.5850;-1205.6380;-881.6500;A;5020;502010;50;4841
60900;31/12/2003;2003;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;7585.0180;-1032.5240;224.5060;A;5020;502010;50;4841
60900;31/12/2004;2004;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;6029.2770;-2078.2120;214.7690;A;5020;502010;50;4841
60900;31/12/2005;2005;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;7410.2100;-866.6240;1514.5400;A;5020;502010;50;4841
60900;31/12/2006;2006;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;9768.6960;-219.3830;608.2720;A;5020;502010;50;4841
60900;31/12/2007;2007;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;10086.5290;639.9890;756.0540;A;5020;502010;50;4841
60900;31/12/2008;2008;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;6460.0470;-1949.1060;902.9470;A;5020;502010;50;4841
60900;31/12/2009;2009;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;8295.3430;-2092.1710;635.5450;A;5020;502010;50;4841
60900;31/12/2010;2010;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;9632.1530;-1133.9290;984.7290;A;5020;502010;50;4841
60900;31/12/2011;2011;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;11470.2310;-420.3700;1515.9070;A;5020;502010;50;4841
60900;31/12/2012;2012;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;17379.6080;36.8670;636.6870;A;5020;502010;50;4841
60900;31/12/2013;2013;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;20375.6280;977.0800;854.8350;A;5020;502010;50;4841
60900;31/12/2014;2014;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;22107.4620;2013.0090;944.6930;A;5020;502010;50;4841
60900;31/12/2015;2015;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;22886.7100;2748.7870;747.0920;A;5020;502010;50;4841
60900;31/12/2016;2016;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;28091.8470;4637.1190;1449.8530;A;5020;502010;50;4841
60900;31/12/2017;2017;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;29773.7660;6937.4140;2098.6890;A;5020;502010;50;4841
60900;31/12/2018;2018;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;30587.0120;8595.6880;1575.0910;A;5020;502010;50;4841
60900;31/12/2019;2019;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;33230.9350;11564.5210;1399.5120;A;5020;502010;50;4841
60900;31/12/2020;2020;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;38239.9470;13780.1550;1762.6730;A;5020;502010;50;4841
60900;31/12/2021;2021;INDL;C;D;STD;DISH;DISH NETWORK CORP;USD;48001.7250;15526.6710;2410.6420;A;5020;502010;50;4841
61325;31/12/1994;1994;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;20.2950;0.3950;5.4070;A;3510;351020;35;8011
61325;31/12/1995;1995;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;69.8810;62.8100;6.7130;A;3510;351020;35;8011
61325;31/12/1996;1996;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;159.0260;136.3210;13.1200;A;3510;351020;35;8011
61325;31/12/1997;1997;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;196.8120;163.7090;20.9130;A;3510;351020;35;8011
61325;31/12/1998;1998;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;270.6580;201.0510;29.0990;A;3510;351020;35;8011
61325;31/12/1999;1999;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;334.7900;228.8870;25.0380;A;3510;351020;35;8011
61325;31/12/2000;2000;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;324.7340;241.9000;10.9860;A;3510;351020;35;8011
61325;31/12/2001;2001;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;573.0990;478.8520;30.4280;A;3510;351020;35;8011
61325;31/12/2002;2002;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;648.6790;547.9980;68.7760;A;3510;351020;35;8011
61325;31/12/2003;2003;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;717.5940;572.3780;84.3280;A;3510;351020;35;8011
61325;31/12/2004;2004;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;788.8890;571.0310;98.2790;A;3510;351020;35;8011
61325;31/12/2005;2005;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;900.4030;691.7910;89.0370;A;3510;351020;35;8011
61325;31/12/2006;2006;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;1135.1700;865.8010;124.4650;A;3510;351020;35;8011
61325;31/12/2007;2007;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;1302.8020;959.0520;140.0190;A;3510;351020;35;8011
61325;31/12/2008;2008;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;1496.8740;965.1380;146.6820;A;3510;351020;35;8011
61325;31/12/2009;2009;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;1689.3500;1190.0980;175.8040;A;3510;351020;35;8011
61325;31/12/2010;2010;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;2037.6460;1447.4540;202.6910;A;3510;351020;35;8011
61325;31/12/2011;2011;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;2272.6480;1731.0160;217.9970;A;3510;351020;35;8011
61325;31/12/2012;2012;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;2750.3370;2035.3680;240.9070;A;3510;351020;35;8011
61325;31/12/2013;2013;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;3049.4300;2342.9880;280.5170;A;3510;351020;35;8011
61325;31/12/2014;2014;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;3608.7950;2264.6190;317.2810;A;3510;351020;35;8011
61325;31/12/2015;2015;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;4547.2140;2437.5280;336.3200;A;3510;351020;35;8011
61325;31/12/2016;2016;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;5339.4000;2760.7670;324.9140;A;3510;351020;35;8011
61325;31/12/2017;2017;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;5867.2780;3066.4540;320.3720;A;3510;351020;35;8011
61325;31/12/2018;2018;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;5934.9110;3087.8840;268.6290;A;3510;351020;35;8011
61325;31/12/2019;2019;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;4145.9010;1498.9960;-1150.0940;A;3510;351020;35;8011
61325;31/12/2020;2020;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;3347.9480;747.4850;-9.5800;A;3510;351020;35;8011
61325;31/12/2021;2021;INDL;C;D;STD;MD;PEDIATRIX MEDICAL GROUP INC;USD;2722.5460;896.4870;108.0140;A;3510;351020;35;8011
61581;31/12/1994;1994;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;31.7760;6.6000;9.0850;A;3020;302010;30;2082
61581;31/12/1995;1995;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;76.6900;54.7980;12.5740;A;3020;302010;30;2082
61581;31/12/1996;1996;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;96.5530;64.8310;8.3850;A;3020;302010;30;2082
61581;31/12/1997;1997;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;105.3990;71.2840;7.5580;A;3020;302010;30;2082
61581;31/12/1998;1998;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;122.6890;82.0280;7.9240;A;3020;302010;30;2082
61581;31/12/1999;1999;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;112.7300;83.4500;11.0800;A;3020;302010;30;2082
61581;31/12/2000;2000;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;98.6020;73.6890;11.2390;A;3020;302010;30;2082
61581;31/12/2001;2001;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;107.4950;78.1790;7.8330;A;3020;302010;30;2082
61581;31/12/2002;2002;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;106.8060;78.8320;8.5530;A;3020;302010;30;2082
61581;31/12/2003;2003;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;87.3540;62.5240;10.5580;A;3020;302010;30;2082
61581;31/12/2004;2004;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;107.4620;78.3700;12.5020;A;3020;302010;30;2082
61581;31/12/2005;2005;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;119.0540;85.9790;15.5590;A;3020;302010;30;2082
61581;31/12/2006;2006;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;154.4750;108.5890;18.1920;A;3020;302010;30;2082
61581;31/12/2007;2007;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;195.8550;133.5880;22.4910;A;3020;302010;30;2082
61581;31/12/2008;2008;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;219.7570;140.0280;8.0880;A;3020;302010;30;2082
61581;31/12/2009;2009;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;262.9360;173.1550;31.1180;A;3020;302010;30;2082
61581;31/12/2010;2010;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;258.5300;165.5880;50.1420;A;3020;302010;30;2082
61581;31/12/2011;2011;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;272.4880;184.7450;66.0590;A;3020;302010;30;2082
61581;31/12/2012;2012;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;359.4840;245.0910;59.4670;A;3020;302010;30;2082
61581;31/12/2013;2013;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;444.0750;302.0850;70.3920;A;3020;302010;30;2082
61581;31/12/2014;2014;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;605.1610;436.1400;90.7430;A;3020;302010;30;2082
61581;31/12/2015;2015;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;645.4000;461.2210;98.4140;A;3020;302010;30;2082
61581;31/12/2016;2016;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;623.2970;446.5820;87.3490;A;3020;302010;30;2082
61581;31/12/2017;2017;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;569.6240;423.5230;99.0490;A;3020;302010;30;2082
61581;31/12/2018;2018;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;639.8510;460.3170;92.6630;A;3020;302010;30;2082
61581;31/12/2019;2019;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;1054.0570;735.6360;110.0410;A;3020;302010;30;2082
61581;31/12/2020;2020;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;1378.8250;956.9670;191.9600;A;3020;302010;30;2082
61581;31/12/2021;2021;INDL;C;D;STD;SAM;BOSTON BEER INC  -CL A;USD;1386.7840;983.4090;14.5530;A;3020;302010;30;2082
63417;31/12/1995;1995;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;30.5830;3.7910;4.1560;A;4510;451020;45;7389
63417;31/12/1996;1996;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;143.3780;106.3150;13.7560;A;4510;451020;45;7389
63417;31/12/1997;1997;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;181.8030;133.0100;20.2730;A;4510;451020;45;7389
63417;31/12/1998;1998;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;230.9100;165.4930;19.2020;A;4510;451020;45;7389
63417;31/12/1999;1999;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;293.7300;205.0360;29.0900;A;4510;451020;45;7389
63417;31/12/2000;2000;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;589.8990;363.3650;73.8060;A;4510;451020;45;7389
63417;31/12/2001;2001;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;573.9390;347.9500;-1.9250;A;4510;451020;45;7389
63417;31/12/2002;2002;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;540.5880;306.1590;-5.2140;A;4510;451020;45;7389
63417;31/12/2003;2003;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;554.8160;285.5120;-30.5040;A;4510;451020;45;7389
63417;31/12/2004;2004;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;496.7950;322.5450;24.0030;A;4510;451020;45;7389
63417;31/12/2005;2005;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;518.2310;293.3740;28.1580;A;4510;451020;45;7389
63417;31/12/2006;2006;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;658.7160;363.4070;51.8420;A;4510;451020;45;7389
63417;31/12/2007;2007;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;760.2950;451.2010;53.1030;A;4510;451020;45;7389
63417;31/12/2008;2008;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;668.9420;355.8830;73.7470;A;4510;451020;45;7389
63417;31/12/2009;2009;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;640.1670;450.4230;71.7540;A;4510;451020;45;7389
63417;31/12/2010;2010;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;660.6230;443.7260;49.8740;A;4510;451020;45;7389
63417;31/12/2011;2011;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;746.9780;458.9870;74.1740;A;4510;451020;45;7389
63417;31/12/2012;2012;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;847.1730;486.2920;70.0150;A;4510;451020;45;7389
63417;31/12/2013;2013;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;842.3420;465.4010;67.3880;A;4510;451020;45;7389
63417;31/12/2014;2014;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;852.4750;455.2670;72.2930;A;4510;451020;45;7389
63417;31/12/2015;2015;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;843.3270;433.6160;61.6660;A;4510;451020;45;7389
63417;31/12/2016;2016;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;846.3040;354.9140;33.6780;A;4510;451020;45;7389
63417;31/12/2017;2017;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;1078.7360;355.8670;7.2560;A;4510;451020;45;7389
63417;31/12/2018;2018;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;1054.5080;345.1720;35.8170;A;4510;451020;45;7389
63417;31/12/2019;2019;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;1376.7880;418.5440;77.1640;A;4510;451020;45;7389
63417;31/12/2020;2020;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;1516.4080;444.7020;118.6480;A;4510;451020;45;7389
63417;31/12/2021;2021;INDL;C;D;STD;TTEC;TTEC HOLDINGS INC;USD;1996.8040;522.2130;140.9700;A;4510;451020;45;7389
63447;31/12/1995;1995;INDL;C;D;STD;GES;GUESS INC;USD;202.6350;10.9970;63.9190;A;2550;255040;25;2330
63447;31/12/1996;1996;INDL;C;D;STD;GES;GUESS INC;USD;239.3060;34.9280;66.7410;A;2550;255040;25;2330
63447;31/12/1997;1997;INDL;C;D;STD;GES;GUESS INC;USD;287.8140;75.3300;33.5500;A;2550;255040;25;2330
63447;31/12/1998;1998;INDL;C;D;STD;GES;GUESS INC;USD;263.7720;100.4090;25.1110;A;2550;255040;25;2330
63447;31/12/1999;1999;INDL;C;D;STD;GES;GUESS INC;USD;369.0360;167.3550;51.9000;A;2550;255040;25;2330
63447;31/12/2000;2000;INDL;C;D;STD;GES;GUESS INC;USD;419.6830;175.1560;16.4930;A;2550;255040;25;2330
63447;31/12/2001;2001;INDL;C;D;STD;GES;GUESS INC;USD;362.4630;177.9240;6.2420;A;2550;255040;25;2330
63447;31/12/2002;2002;INDL;C;D;STD;GES;GUESS INC;USD;349.5320;166.2800;-11.2820;A;2550;255040;25;2330
63447;31/12/2003;2003;INDL;C;D;STD;GES;GUESS INC;USD;362.7650;182.7820;7.2860;A;2550;255040;25;2330
63447;31/12/2004;2004;INDL;C;D;STD;GES;GUESS INC;USD;424.3040;220.5770;29.5660;A;2550;255040;25;2330
63447;31/12/2005;2005;INDL;C;D;STD;GES;GUESS INC;USD;633.3740;288.2930;58.8130;A;2550;255040;25;2330
63447;31/12/2006;2006;INDL;C;D;STD;GES;GUESS INC;USD;836.9250;431.0600;123.1680;A;2550;255040;25;2330
63447;31/01/2008;2007;INDL;C;D;STD;GES;GUESS INC;USD;1186.2280;656.9740;186.4720;A;2550;255040;25;2330
63447;31/01/2009;2008;INDL;C;D;STD;GES;GUESS INC;USD;1246.5660;776.0380;213.5620;A;2550;255040;25;2330
63447;31/01/2010;2009;INDL;C;D;STD;GES;GUESS INC;USD;1530.1750;1020.2110;242.7610;A;2550;255040;25;2330
63447;31/01/2011;2010;INDL;C;D;STD;GES;GUESS INC;USD;1685.8040;1054.8760;289.5080;A;2550;255040;25;2330
63447;31/01/2012;2011;INDL;C;D;STD;GES;GUESS INC;USD;1844.4750;1175.6300;265.5000;A;2550;255040;25;2330
63447;31/01/2013;2012;INDL;C;D;STD;GES;GUESS INC;USD;1713.5060;1086.9920;178.7440;A;2550;255040;25;2330
63447;31/01/2014;2013;INDL;C;D;STD;GES;GUESS INC;USD;1764.4310;1154.5140;153.4340;A;2550;255040;25;2330
63447;31/01/2015;2014;INDL;C;D;STD;GES;GUESS INC;USD;1601.4050;1073.8560;94.5700;A;2550;255040;25;2330
63447;31/01/2016;2015;INDL;C;D;STD;GES;GUESS INC;USD;1538.7480;1018.4750;81.8510;A;2550;255040;25;2330
63447;31/01/2017;2016;INDL;C;D;STD;GES;GUESS INC;USD;1534.4850;969.2220;22.7610;A;2550;255040;25;2330
63447;31/01/2018;2017;INDL;C;D;STD;GES;GUESS INC;USD;1655.6340;916.8190;-7.8940;A;2550;255040;25;2330
63447;31/01/2019;2018;INDL;C;D;STD;GES;GUESS INC;USD;1649.2050;837.2270;14.0990;A;2550;255040;25;2330
63447;31/01/2020;2019;INDL;C;D;STD;GES;GUESS INC;USD;2428.9620;639.7140;95.9750;A;2550;255040;25;2330
63447;31/01/2021;2020;INDL;C;D;STD;GES;GUESS INC;USD;2465.8680;543.6630;-81.2290;A;2550;255040;25;2330
63447;31/01/2022;2021;INDL;C;D;STD;GES;GUESS INC;USD;2555.6280;622.6580;171.3630;A;2550;255040;25;2330
63781;31/12/1998;1998;FS;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;1348.0480;75.2050;6.2450;A;4010;401010;40;6020
63781;31/12/1998;1998;INDL;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;1348.0480;75.2050;6.2450;A;4010;401010;40;6020
63781;31/12/1999;1999;FS;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;1679.3820;92.9470;9.4270;A;4010;401010;40;6020
63781;31/12/1999;1999;INDL;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;1679.3820;92.9470;9.4270;A;4010;401010;40;6020
63781;31/12/2000;2000;FS;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;2102.8060;102.2760;11.1550;A;4010;401010;40;6020
63781;31/12/2000;2000;INDL;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;2102.8060;102.2760;11.1550;A;4010;401010;40;6020
63781;31/12/2001;2001;FS;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;2705.4220;141.2780;18.6930;A;4010;401010;40;6020
63781;31/12/2001;2001;INDL;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;2705.4220;141.2780;18.6930;A;4010;401010;40;6020
63781;31/12/2002;2002;FS;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;3721.5550;227.0020;27.8750;A;4010;401010;40;6020
63781;31/12/2002;2002;INDL;C;D;STD;WTFC;WINTRUST FINANCIAL CORP;USD;3721.5550;227.0020;27.8750;A;4010;401010;40;6020
